attacker_strategy,condition,detected,detection_rate,false_positive_rate,mean_collusive_endorsements_accepted,mean_fallout_broadcasts,mean_fraudulent_microtasks_accepted,mean_fraudulent_reputation_gain,mean_wash_trades_accepted,median_detected_lag_events,threshold,trials
sybil_split,B2_signed_nopattern,40,1.0,0.0,2.5,5.75,0.25,1.0,1.75,9.0,1,40
sybil_split,B2_signed_nopattern,40,1.0,0.0,2.5,5.75,0.25,1.0,1.75,9.0,2,40
sybil_split,B2_signed_nopattern,40,1.0,0.0,2.5,6.375,0.25,1.0,1.75,10.0,3,40
sybil_split,B2_signed_nopattern,40,1.0,0.0,2.5,6.875,0.5,1.25,1.75,10.5,4,40
sybil_split,C1_vukzero_accountability,40,1.0,0.0,2.375,4.125,0.5,1.125,1.5,2.5,6,40
sybil_split,C1_vukzero_accountability,40,1.0,0.0,2.5,5.0,0.5,1.15,1.5,3.0,7,40
sybil_split,C1_vukzero_accountability,40,1.0,0.0,2.5,5.0,0.5,1.15,1.5,3.0,8,40
