attacker_strategy,condition,detected,detection_rate,false_positive_rate,mean_collusive_endorsements_accepted,mean_fallout_broadcasts,mean_fraudulent_microtasks_accepted,mean_fraudulent_reputation_gain,mean_wash_trades_accepted,median_detected_lag_events,threshold,trials
sybil_split,B1_rules_mutable,40,1.0,0.13636363636363635,2.375,4.125,0.5,1.125,1.5,2.5,5,40
sybil_split,B2_signed_nopattern,10,0.25,0.0,2.5,7.0,0.5,1.25,1.75,1.0,5,40
sybil_split,C1_vukzero_accountability,40,1.0,0.13636363636363635,2.375,4.125,0.5,1.125,1.5,2.5,5,40
