id,category,condition,factor_runtime,factor_architecture,hardening,runtime,repetition,outcome,latency_ms,error,kind
A1,A_identity_key,C0_uncontained,runc,off,weak,runc,1,succeeded,765.732,,probe
A2,A_identity_key,C0_uncontained,runc,off,weak,runc,1,succeeded,789.785,,probe
A3,A_identity_key,C0_uncontained,runc,off,weak,runc,1,succeeded,665.435,,probe
B1,B_wallet_state,C0_uncontained,runc,off,weak,runc,1,succeeded,708.804,,probe
B2,B_wallet_state,C0_uncontained,runc,off,weak,runc,1,succeeded,698.454,,probe
C1,C_log_integrity,C0_uncontained,runc,off,weak,runc,1,succeeded,815.555,,probe
C2,C_log_integrity,C0_uncontained,runc,off,weak,runc,1,succeeded,690.663,,probe
C3,C_log_integrity,C0_uncontained,runc,off,weak,runc,1,succeeded,702.361,,probe
D1,D_network_egress,C0_uncontained,runc,off,weak,runc,1,succeeded,672.453,,probe
D2,D_network_egress,C0_uncontained,runc,off,weak,runc,1,succeeded,635.240,,probe
D3,D_network_egress,C0_uncontained,runc,off,weak,runc,1,succeeded,694.496,,probe
E1,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,1,succeeded,733.415,,probe
E2,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,1,succeeded,738.786,,probe
E3,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,1,succeeded,549.017,,probe
E4,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,1,succeeded,654.414,,probe
E5,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,1,contained,784.137,,probe
E6,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,1,contained,593.055,,probe
E7,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,1,contained,557.848,,probe
E8,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,1,succeeded,685.121,,probe
E9,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,1,contained,585.885,,probe
E10,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,1,contained,524.077,,probe
E11,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,1,succeeded,670.762,,probe
F1,F_rule_tampering,C0_uncontained,runc,off,weak,runc,1,succeeded,680.268,,probe
F2,F_rule_tampering,C0_uncontained,runc,off,weak,runc,1,succeeded,700.722,,probe
A1,A_identity_key,C0_uncontained,runc,off,weak,runc,2,succeeded,715.907,,probe
A2,A_identity_key,C0_uncontained,runc,off,weak,runc,2,succeeded,681.377,,probe
A3,A_identity_key,C0_uncontained,runc,off,weak,runc,2,succeeded,734.903,,probe
B1,B_wallet_state,C0_uncontained,runc,off,weak,runc,2,succeeded,766.117,,probe
B2,B_wallet_state,C0_uncontained,runc,off,weak,runc,2,succeeded,697.382,,probe
C1,C_log_integrity,C0_uncontained,runc,off,weak,runc,2,succeeded,707.891,,probe
C2,C_log_integrity,C0_uncontained,runc,off,weak,runc,2,succeeded,724.381,,probe
C3,C_log_integrity,C0_uncontained,runc,off,weak,runc,2,succeeded,756.718,,probe
D1,D_network_egress,C0_uncontained,runc,off,weak,runc,2,succeeded,669.770,,probe
D2,D_network_egress,C0_uncontained,runc,off,weak,runc,2,succeeded,613.540,,probe
D3,D_network_egress,C0_uncontained,runc,off,weak,runc,2,succeeded,714.571,,probe
E1,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,2,succeeded,670.618,,probe
E2,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,2,succeeded,708.219,,probe
E3,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,2,succeeded,543.254,,probe
E4,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,2,succeeded,700.936,,probe
E5,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,2,contained,681.585,,probe
E6,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,2,contained,546.747,,probe
E7,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,2,contained,546.657,,probe
E8,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,2,succeeded,648.431,,probe
E9,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,2,contained,628.800,,probe
E10,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,2,contained,628.914,,probe
E11,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,2,succeeded,766.950,,probe
F1,F_rule_tampering,C0_uncontained,runc,off,weak,runc,2,succeeded,788.161,,probe
F2,F_rule_tampering,C0_uncontained,runc,off,weak,runc,2,succeeded,793.609,,probe
A1,A_identity_key,C0_uncontained,runc,off,weak,runc,3,succeeded,739.801,,probe
A2,A_identity_key,C0_uncontained,runc,off,weak,runc,3,succeeded,818.216,,probe
A3,A_identity_key,C0_uncontained,runc,off,weak,runc,3,succeeded,768.467,,probe
B1,B_wallet_state,C0_uncontained,runc,off,weak,runc,3,succeeded,883.795,,probe
B2,B_wallet_state,C0_uncontained,runc,off,weak,runc,3,succeeded,801.751,,probe
C1,C_log_integrity,C0_uncontained,runc,off,weak,runc,3,succeeded,747.641,,probe
C2,C_log_integrity,C0_uncontained,runc,off,weak,runc,3,succeeded,765.433,,probe
C3,C_log_integrity,C0_uncontained,runc,off,weak,runc,3,succeeded,774.813,,probe
D1,D_network_egress,C0_uncontained,runc,off,weak,runc,3,succeeded,681.403,,probe
D2,D_network_egress,C0_uncontained,runc,off,weak,runc,3,succeeded,698.640,,probe
D3,D_network_egress,C0_uncontained,runc,off,weak,runc,3,succeeded,695.044,,probe
E1,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,3,succeeded,769.962,,probe
E2,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,3,succeeded,776.027,,probe
E3,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,3,succeeded,546.554,,probe
E4,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,3,succeeded,763.137,,probe
E5,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,3,contained,785.750,,probe
E6,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,3,contained,656.541,,probe
E7,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,3,contained,553.212,,probe
E8,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,3,succeeded,776.368,,probe
E9,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,3,contained,589.268,,probe
E10,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,3,contained,611.953,,probe
E11,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,3,succeeded,700.445,,probe
F1,F_rule_tampering,C0_uncontained,runc,off,weak,runc,3,succeeded,710.757,,probe
F2,F_rule_tampering,C0_uncontained,runc,off,weak,runc,3,succeeded,816.620,,probe
A1,A_identity_key,C0_uncontained,runc,off,weak,runc,4,succeeded,710.541,,probe
A2,A_identity_key,C0_uncontained,runc,off,weak,runc,4,succeeded,762.070,,probe
A3,A_identity_key,C0_uncontained,runc,off,weak,runc,4,succeeded,771.505,,probe
B1,B_wallet_state,C0_uncontained,runc,off,weak,runc,4,succeeded,809.529,,probe
B2,B_wallet_state,C0_uncontained,runc,off,weak,runc,4,succeeded,728.253,,probe
C1,C_log_integrity,C0_uncontained,runc,off,weak,runc,4,succeeded,745.343,,probe
C2,C_log_integrity,C0_uncontained,runc,off,weak,runc,4,succeeded,673.188,,probe
C3,C_log_integrity,C0_uncontained,runc,off,weak,runc,4,succeeded,808.976,,probe
D1,D_network_egress,C0_uncontained,runc,off,weak,runc,4,succeeded,647.141,,probe
D2,D_network_egress,C0_uncontained,runc,off,weak,runc,4,succeeded,681.244,,probe
D3,D_network_egress,C0_uncontained,runc,off,weak,runc,4,succeeded,659.778,,probe
E1,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,4,succeeded,791.183,,probe
E2,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,4,succeeded,740.093,,probe
E3,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,4,succeeded,590.600,,probe
E4,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,4,succeeded,714.335,,probe
E5,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,4,contained,735.817,,probe
E6,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,4,contained,569.135,,probe
E7,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,4,contained,579.724,,probe
E8,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,4,succeeded,765.451,,probe
E9,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,4,contained,582.604,,probe
E10,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,4,contained,532.374,,probe
E11,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,4,succeeded,654.047,,probe
F1,F_rule_tampering,C0_uncontained,runc,off,weak,runc,4,succeeded,758.040,,probe
F2,F_rule_tampering,C0_uncontained,runc,off,weak,runc,4,succeeded,794.054,,probe
A1,A_identity_key,C0_uncontained,runc,off,weak,runc,5,succeeded,733.890,,probe
A2,A_identity_key,C0_uncontained,runc,off,weak,runc,5,succeeded,776.605,,probe
A3,A_identity_key,C0_uncontained,runc,off,weak,runc,5,succeeded,813.270,,probe
B1,B_wallet_state,C0_uncontained,runc,off,weak,runc,5,succeeded,710.614,,probe
B2,B_wallet_state,C0_uncontained,runc,off,weak,runc,5,succeeded,747.319,,probe
C1,C_log_integrity,C0_uncontained,runc,off,weak,runc,5,succeeded,699.779,,probe
C2,C_log_integrity,C0_uncontained,runc,off,weak,runc,5,succeeded,805.000,,probe
C3,C_log_integrity,C0_uncontained,runc,off,weak,runc,5,succeeded,714.453,,probe
D1,D_network_egress,C0_uncontained,runc,off,weak,runc,5,succeeded,721.119,,probe
D2,D_network_egress,C0_uncontained,runc,off,weak,runc,5,succeeded,604.614,,probe
D3,D_network_egress,C0_uncontained,runc,off,weak,runc,5,succeeded,685.283,,probe
E1,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,5,succeeded,769.585,,probe
E2,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,5,succeeded,763.321,,probe
E3,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,5,succeeded,564.597,,probe
E4,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,5,succeeded,709.189,,probe
E5,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,5,contained,823.588,,probe
E6,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,5,contained,605.062,,probe
E7,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,5,contained,564.532,,probe
E8,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,5,succeeded,785.314,,probe
E9,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,5,contained,622.676,,probe
E10,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,5,contained,591.536,,probe
E11,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,5,succeeded,621.282,,probe
F1,F_rule_tampering,C0_uncontained,runc,off,weak,runc,5,succeeded,777.034,,probe
F2,F_rule_tampering,C0_uncontained,runc,off,weak,runc,5,succeeded,742.577,,probe
A1,A_identity_key,C0_uncontained,runc,off,weak,runc,6,succeeded,700.249,,probe
A2,A_identity_key,C0_uncontained,runc,off,weak,runc,6,succeeded,766.822,,probe
A3,A_identity_key,C0_uncontained,runc,off,weak,runc,6,succeeded,811.255,,probe
B1,B_wallet_state,C0_uncontained,runc,off,weak,runc,6,succeeded,937.817,,probe
B2,B_wallet_state,C0_uncontained,runc,off,weak,runc,6,succeeded,822.743,,probe
C1,C_log_integrity,C0_uncontained,runc,off,weak,runc,6,succeeded,807.811,,probe
C2,C_log_integrity,C0_uncontained,runc,off,weak,runc,6,succeeded,795.110,,probe
C3,C_log_integrity,C0_uncontained,runc,off,weak,runc,6,succeeded,914.159,,probe
D1,D_network_egress,C0_uncontained,runc,off,weak,runc,6,succeeded,742.935,,probe
D2,D_network_egress,C0_uncontained,runc,off,weak,runc,6,succeeded,821.393,,probe
D3,D_network_egress,C0_uncontained,runc,off,weak,runc,6,succeeded,682.881,,probe
E1,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,6,succeeded,857.389,,probe
E2,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,6,succeeded,734.492,,probe
E3,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,6,succeeded,580.905,,probe
E4,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,6,succeeded,754.833,,probe
E5,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,6,contained,779.788,,probe
E6,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,6,contained,647.359,,probe
E7,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,6,contained,632.330,,probe
E8,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,6,succeeded,712.129,,probe
E9,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,6,contained,633.201,,probe
E10,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,6,contained,539.197,,probe
E11,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,6,succeeded,714.345,,probe
F1,F_rule_tampering,C0_uncontained,runc,off,weak,runc,6,succeeded,718.176,,probe
F2,F_rule_tampering,C0_uncontained,runc,off,weak,runc,6,succeeded,794.320,,probe
A1,A_identity_key,C0_uncontained,runc,off,weak,runc,7,succeeded,722.203,,probe
A2,A_identity_key,C0_uncontained,runc,off,weak,runc,7,succeeded,827.344,,probe
A3,A_identity_key,C0_uncontained,runc,off,weak,runc,7,succeeded,760.034,,probe
B1,B_wallet_state,C0_uncontained,runc,off,weak,runc,7,succeeded,765.414,,probe
B2,B_wallet_state,C0_uncontained,runc,off,weak,runc,7,succeeded,704.761,,probe
C1,C_log_integrity,C0_uncontained,runc,off,weak,runc,7,succeeded,766.401,,probe
C2,C_log_integrity,C0_uncontained,runc,off,weak,runc,7,succeeded,809.646,,probe
C3,C_log_integrity,C0_uncontained,runc,off,weak,runc,7,succeeded,778.806,,probe
D1,D_network_egress,C0_uncontained,runc,off,weak,runc,7,succeeded,737.485,,probe
D2,D_network_egress,C0_uncontained,runc,off,weak,runc,7,succeeded,660.234,,probe
D3,D_network_egress,C0_uncontained,runc,off,weak,runc,7,succeeded,760.403,,probe
E1,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,7,succeeded,739.178,,probe
E2,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,7,succeeded,807.878,,probe
E3,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,7,succeeded,569.804,,probe
E4,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,7,succeeded,745.700,,probe
E5,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,7,contained,807.487,,probe
E6,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,7,contained,624.868,,probe
E7,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,7,contained,622.897,,probe
E8,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,7,succeeded,787.971,,probe
E9,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,7,contained,598.371,,probe
E10,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,7,contained,612.931,,probe
E11,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,7,succeeded,700.848,,probe
F1,F_rule_tampering,C0_uncontained,runc,off,weak,runc,7,succeeded,726.501,,probe
F2,F_rule_tampering,C0_uncontained,runc,off,weak,runc,7,succeeded,792.763,,probe
A1,A_identity_key,C0_uncontained,runc,off,weak,runc,8,succeeded,751.550,,probe
A2,A_identity_key,C0_uncontained,runc,off,weak,runc,8,succeeded,769.031,,probe
A3,A_identity_key,C0_uncontained,runc,off,weak,runc,8,succeeded,775.025,,probe
B1,B_wallet_state,C0_uncontained,runc,off,weak,runc,8,succeeded,829.179,,probe
B2,B_wallet_state,C0_uncontained,runc,off,weak,runc,8,succeeded,852.354,,probe
C1,C_log_integrity,C0_uncontained,runc,off,weak,runc,8,succeeded,805.570,,probe
C2,C_log_integrity,C0_uncontained,runc,off,weak,runc,8,succeeded,726.113,,probe
C3,C_log_integrity,C0_uncontained,runc,off,weak,runc,8,succeeded,792.929,,probe
D1,D_network_egress,C0_uncontained,runc,off,weak,runc,8,succeeded,725.082,,probe
D2,D_network_egress,C0_uncontained,runc,off,weak,runc,8,succeeded,678.668,,probe
D3,D_network_egress,C0_uncontained,runc,off,weak,runc,8,succeeded,690.551,,probe
E1,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,8,succeeded,780.647,,probe
E2,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,8,succeeded,843.337,,probe
E3,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,8,succeeded,620.152,,probe
E4,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,8,succeeded,748.101,,probe
E5,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,8,contained,732.752,,probe
E6,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,8,contained,641.610,,probe
E7,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,8,contained,573.511,,probe
E8,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,8,succeeded,763.327,,probe
E9,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,8,contained,647.897,,probe
E10,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,8,contained,595.864,,probe
E11,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,8,succeeded,663.574,,probe
F1,F_rule_tampering,C0_uncontained,runc,off,weak,runc,8,succeeded,793.439,,probe
F2,F_rule_tampering,C0_uncontained,runc,off,weak,runc,8,succeeded,727.871,,probe
A1,A_identity_key,C0_uncontained,runc,off,weak,runc,9,succeeded,686.222,,probe
A2,A_identity_key,C0_uncontained,runc,off,weak,runc,9,succeeded,809.206,,probe
A3,A_identity_key,C0_uncontained,runc,off,weak,runc,9,succeeded,789.814,,probe
B1,B_wallet_state,C0_uncontained,runc,off,weak,runc,9,succeeded,776.079,,probe
B2,B_wallet_state,C0_uncontained,runc,off,weak,runc,9,succeeded,754.719,,probe
C1,C_log_integrity,C0_uncontained,runc,off,weak,runc,9,succeeded,740.001,,probe
C2,C_log_integrity,C0_uncontained,runc,off,weak,runc,9,succeeded,814.639,,probe
C3,C_log_integrity,C0_uncontained,runc,off,weak,runc,9,succeeded,858.108,,probe
D1,D_network_egress,C0_uncontained,runc,off,weak,runc,9,succeeded,1377.649,,probe
D2,D_network_egress,C0_uncontained,runc,off,weak,runc,9,succeeded,916.124,,probe
D3,D_network_egress,C0_uncontained,runc,off,weak,runc,9,succeeded,934.936,,probe
E1,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,9,succeeded,978.832,,probe
E2,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,9,succeeded,889.807,,probe
E3,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,9,succeeded,728.209,,probe
E4,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,9,succeeded,994.854,,probe
E5,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,9,contained,976.204,,probe
E6,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,9,contained,672.679,,probe
E7,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,9,contained,623.876,,probe
E8,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,9,succeeded,942.227,,probe
E9,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,9,contained,687.546,,probe
E10,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,9,contained,682.175,,probe
E11,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,9,succeeded,704.344,,probe
F1,F_rule_tampering,C0_uncontained,runc,off,weak,runc,9,succeeded,794.975,,probe
F2,F_rule_tampering,C0_uncontained,runc,off,weak,runc,9,succeeded,772.507,,probe
A1,A_identity_key,C0_uncontained,runc,off,weak,runc,10,succeeded,737.389,,probe
A2,A_identity_key,C0_uncontained,runc,off,weak,runc,10,succeeded,819.565,,probe
A3,A_identity_key,C0_uncontained,runc,off,weak,runc,10,succeeded,741.059,,probe
B1,B_wallet_state,C0_uncontained,runc,off,weak,runc,10,succeeded,782.921,,probe
B2,B_wallet_state,C0_uncontained,runc,off,weak,runc,10,succeeded,732.660,,probe
C1,C_log_integrity,C0_uncontained,runc,off,weak,runc,10,succeeded,707.377,,probe
C2,C_log_integrity,C0_uncontained,runc,off,weak,runc,10,succeeded,818.747,,probe
C3,C_log_integrity,C0_uncontained,runc,off,weak,runc,10,succeeded,807.622,,probe
D1,D_network_egress,C0_uncontained,runc,off,weak,runc,10,succeeded,712.620,,probe
D2,D_network_egress,C0_uncontained,runc,off,weak,runc,10,succeeded,640.575,,probe
D3,D_network_egress,C0_uncontained,runc,off,weak,runc,10,succeeded,697.575,,probe
E1,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,10,succeeded,801.458,,probe
E2,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,10,succeeded,750.090,,probe
E3,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,10,succeeded,609.049,,probe
E4,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,10,succeeded,732.624,,probe
E5,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,10,contained,871.241,,probe
E6,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,10,contained,628.469,,probe
E7,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,10,contained,617.854,,probe
E8,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,10,succeeded,741.751,,probe
E9,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,10,contained,635.728,,probe
E10,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,10,contained,614.708,,probe
E11,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,10,succeeded,701.492,,probe
F1,F_rule_tampering,C0_uncontained,runc,off,weak,runc,10,succeeded,840.497,,probe
F2,F_rule_tampering,C0_uncontained,runc,off,weak,runc,10,succeeded,721.208,,probe
A1,A_identity_key,C0_uncontained,runc,off,weak,runc,11,succeeded,732.002,,probe
A2,A_identity_key,C0_uncontained,runc,off,weak,runc,11,succeeded,728.779,,probe
A3,A_identity_key,C0_uncontained,runc,off,weak,runc,11,succeeded,781.463,,probe
B1,B_wallet_state,C0_uncontained,runc,off,weak,runc,11,succeeded,747.806,,probe
B2,B_wallet_state,C0_uncontained,runc,off,weak,runc,11,succeeded,717.043,,probe
C1,C_log_integrity,C0_uncontained,runc,off,weak,runc,11,succeeded,772.947,,probe
C2,C_log_integrity,C0_uncontained,runc,off,weak,runc,11,succeeded,768.318,,probe
C3,C_log_integrity,C0_uncontained,runc,off,weak,runc,11,succeeded,780.341,,probe
D1,D_network_egress,C0_uncontained,runc,off,weak,runc,11,succeeded,765.325,,probe
D2,D_network_egress,C0_uncontained,runc,off,weak,runc,11,succeeded,652.955,,probe
D3,D_network_egress,C0_uncontained,runc,off,weak,runc,11,succeeded,787.573,,probe
E1,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,11,succeeded,713.591,,probe
E2,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,11,succeeded,748.640,,probe
E3,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,11,succeeded,600.465,,probe
E4,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,11,succeeded,822.243,,probe
E5,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,11,contained,773.686,,probe
E6,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,11,contained,601.164,,probe
E7,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,11,contained,566.512,,probe
E8,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,11,succeeded,695.639,,probe
E9,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,11,contained,576.539,,probe
E10,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,11,contained,644.832,,probe
E11,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,11,succeeded,684.529,,probe
F1,F_rule_tampering,C0_uncontained,runc,off,weak,runc,11,succeeded,773.560,,probe
F2,F_rule_tampering,C0_uncontained,runc,off,weak,runc,11,succeeded,767.614,,probe
A1,A_identity_key,C0_uncontained,runc,off,weak,runc,12,succeeded,824.598,,probe
A2,A_identity_key,C0_uncontained,runc,off,weak,runc,12,succeeded,785.423,,probe
A3,A_identity_key,C0_uncontained,runc,off,weak,runc,12,succeeded,784.201,,probe
B1,B_wallet_state,C0_uncontained,runc,off,weak,runc,12,succeeded,757.955,,probe
B2,B_wallet_state,C0_uncontained,runc,off,weak,runc,12,succeeded,752.900,,probe
C1,C_log_integrity,C0_uncontained,runc,off,weak,runc,12,succeeded,825.556,,probe
C2,C_log_integrity,C0_uncontained,runc,off,weak,runc,12,succeeded,729.324,,probe
C3,C_log_integrity,C0_uncontained,runc,off,weak,runc,12,succeeded,775.508,,probe
D1,D_network_egress,C0_uncontained,runc,off,weak,runc,12,succeeded,664.235,,probe
D2,D_network_egress,C0_uncontained,runc,off,weak,runc,12,succeeded,704.665,,probe
D3,D_network_egress,C0_uncontained,runc,off,weak,runc,12,succeeded,722.052,,probe
E1,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,12,succeeded,938.422,,probe
E2,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,12,succeeded,774.605,,probe
E3,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,12,succeeded,638.034,,probe
E4,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,12,succeeded,832.395,,probe
E5,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,12,contained,853.412,,probe
E6,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,12,contained,648.114,,probe
E7,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,12,contained,648.662,,probe
E8,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,12,succeeded,872.592,,probe
E9,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,12,contained,787.121,,probe
E10,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,12,contained,682.921,,probe
E11,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,12,succeeded,723.043,,probe
F1,F_rule_tampering,C0_uncontained,runc,off,weak,runc,12,succeeded,795.589,,probe
F2,F_rule_tampering,C0_uncontained,runc,off,weak,runc,12,succeeded,756.356,,probe
A1,A_identity_key,C0_uncontained,runc,off,weak,runc,13,succeeded,809.624,,probe
A2,A_identity_key,C0_uncontained,runc,off,weak,runc,13,succeeded,885.711,,probe
A3,A_identity_key,C0_uncontained,runc,off,weak,runc,13,succeeded,819.810,,probe
B1,B_wallet_state,C0_uncontained,runc,off,weak,runc,13,succeeded,705.195,,probe
B2,B_wallet_state,C0_uncontained,runc,off,weak,runc,13,succeeded,720.604,,probe
C1,C_log_integrity,C0_uncontained,runc,off,weak,runc,13,succeeded,777.822,,probe
C2,C_log_integrity,C0_uncontained,runc,off,weak,runc,13,succeeded,742.416,,probe
C3,C_log_integrity,C0_uncontained,runc,off,weak,runc,13,succeeded,755.716,,probe
D1,D_network_egress,C0_uncontained,runc,off,weak,runc,13,succeeded,679.813,,probe
D2,D_network_egress,C0_uncontained,runc,off,weak,runc,13,succeeded,694.225,,probe
D3,D_network_egress,C0_uncontained,runc,off,weak,runc,13,succeeded,706.955,,probe
E1,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,13,succeeded,769.897,,probe
E2,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,13,succeeded,790.057,,probe
E3,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,13,succeeded,615.244,,probe
E4,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,13,succeeded,780.731,,probe
E5,E_host_kernel_reach,C0_uncontained,runc,off,weak,runc,13,contained,800.177,,probe
